ID,CVF,prosity,E,mu,Strength,figure
1400,0.55,40,2.53E+11,0.1913,1467381264,1400.png
1401,0.56,39,2.58E+11,0.18516,1404577539,1401.png
1402,0.56,37,2.61E+11,0.18539,1491870260,1402.png
1403,0.56,39,2.59E+11,0.19082,1564303791,1403.png
1404,0.56,48,2.57E+11,0.18611,1467617307,1404.png
1405,0.56,48,2.58E+11,0.18581,1477949710,1405.png
1406,0.56,39,2.58E+11,0.18529,1331923981,1406.png
1407,0.56,47,2.58E+11,0.18837,1329152927,1407.png
1408,0.56,34,2.60E+11,0.19184,1338514225,1408.png
1409,0.56,43,2.60E+11,0.1832,1407262440,1409.png
1410,0.56,37,2.61E+11,0.18655,1485317082,1410.png
1411,0.56,31,2.62E+11,0.1956,1454337515,1411.png
1412,0.56,34,2.62E+11,0.18367,1436015106,1412.png
1413,0.56,46,2.57E+11,0.19211,1331334678,1413.png
1414,0.56,32,2.59E+11,0.18285,1366060501,1414.png
1415,0.56,42,2.60E+11,0.19402,1550043633,1415.png
1416,0.56,38,2.63E+11,0.1885,1428210164,1416.png
1417,0.56,37,2.58E+11,0.18153,1399238396,1417.png
1418,0.56,38,2.63E+11,0.18751,1468664678,1418.png
1419,0.56,41,2.58E+11,0.18864,1365489577,1419.png
1420,0.56,35,2.64E+11,0.18515,1494705656,1420.png
1421,0.56,39,2.57E+11,0.18969,1393691052,1421.png
1422,0.56,45,2.59E+11,0.18978,1339082183,1422.png
1423,0.56,39,2.64E+11,0.18932,1554625460,1423.png
1424,0.56,30,2.68E+11,0.18923,1436499577,1424.png
1425,0.56,38,2.60E+11,0.18278,1422125845,1425.png
1426,0.57,27,2.71E+11,0.17923,1543236496,1426.png
1427,0.57,30,2.66E+11,0.18626,1439240843,1427.png
1428,0.57,42,2.59E+11,0.18427,1399199421,1428.png
1429,0.57,44,2.64E+11,0.18449,1427584199,1429.png
1430,0.57,32,2.64E+11,0.18387,1467433610,1430.png
1431,0.57,41,2.60E+11,0.19579,1425509866,1431.png
1432,0.57,54,2.57E+11,0.19282,1437874657,1432.png
1433,0.57,37,2.66E+11,0.19247,1427059471,1433.png
1434,0.57,32,2.61E+11,0.1874,1386906387,1434.png
1435,0.57,34,2.64E+11,0.18439,1447573522,1435.png
1436,0.57,37,2.66E+11,0.18881,1531762458,1436.png
1437,0.57,38,2.60E+11,0.18442,1501970181,1437.png
1438,0.57,42,2.64E+11,0.17888,1442517312,1438.png
1439,0.57,33,2.66E+11,0.1885,1374311163,1439.png
1440,0.57,34,2.64E+11,0.20283,1495948389,1440.png
1441,0.57,43,2.65E+11,0.18435,1425154344,1441.png
1442,0.57,35,2.65E+11,0.18917,1511336477,1442.png
1443,0.57,39,2.60E+11,0.18306,1461571798,1443.png
1444,0.57,56,2.58E+11,0.18641,1308851883,1444.png
1445,0.57,42,2.57E+11,0.1887,1400395208,1445.png
1446,0.57,41,2.58E+11,0.18397,1363796295,1446.png
1447,0.57,46,2.62E+11,0.18267,1427114908,1447.png
1448,0.57,42,2.59E+11,0.1907,1450094690,1448.png
1449,0.57,35,2.63E+11,0.18867,1378327952,1449.png
1450,0.57,38,2.65E+11,0.19149,1490251780,1450.png
1451,0.58,33,2.67E+11,0.18378,1527307182,1451.png
1452,0.58,53,2.62E+11,0.18796,1485255050,1452.png
1453,0.58,26,2.70E+11,0.18284,1515719939,1453.png
1454,0.58,32,2.68E+11,0.17751,1496246806,1454.png
1455,0.58,30,2.72E+11,0.18045,1498940264,1455.png
1456,0.58,29,2.72E+11,0.18324,1548728621,1456.png
1457,0.58,31,2.67E+11,0.18574,1487962606,1457.png
1458,0.58,45,2.69E+11,0.17967,1378232536,1458.png
1459,0.58,39,2.71E+11,0.18378,1440391435,1459.png
1460,0.58,38,2.68E+11,0.1841,1452063081,1460.png
1461,0.58,40,2.66E+11,0.17717,1446272116,1461.png
1462,0.58,41,2.66E+11,0.18577,1404113699,1462.png
1463,0.58,43,2.66E+11,0.18523,1500844456,1463.png
1464,0.58,45,2.64E+11,0.18276,1450535931,1464.png
1465,0.58,41,2.66E+11,0.18073,1494387804,1465.png
1466,0.58,40,2.68E+11,0.18182,1558211546,1466.png
1467,0.58,38,2.70E+11,0.17924,1539257690,1467.png
1468,0.58,31,2.69E+11,0.18478,1592853926,1468.png
1469,0.58,52,2.62E+11,0.19039,1361019266,1469.png
1470,0.58,43,2.67E+11,0.18273,1526792942,1470.png
1471,0.58,47,2.63E+11,0.1858,1383613416,1471.png
1472,0.58,36,2.67E+11,0.17815,1483793732,1472.png
1473,0.58,37,2.66E+11,0.18503,1475506374,1473.png
1474,0.58,40,2.66E+11,0.18217,1396000824,1474.png
1475,0.58,39,2.69E+11,0.1782,1527270082,1475.png
1476,0.59,34,2.73E+11,0.1805,1416724223,1476.png
1477,0.59,40,2.72E+11,0.18631,1490433638,1477.png
1478,0.59,39,2.74E+11,0.19345,1453287031,1478.png
1479,0.59,40,2.67E+11,0.18421,1461233785,1479.png
1480,0.59,51,2.71E+11,0.18008,1457161773,1480.png
1481,0.59,41,2.70E+11,0.18142,1586795120,1481.png
1482,0.59,40,2.72E+11,0.17519,1457602694,1482.png
1483,0.59,50,2.66E+11,0.18189,1394068696,1483.png
1484,0.59,31,2.72E+11,0.1815,1568997349,1484.png
1485,0.59,37,2.72E+11,0.17997,1430720859,1485.png
1486,0.59,36,2.71E+11,0.18598,1562967662,1486.png
1487,0.59,36,2.71E+11,0.18296,1438628344,1487.png
1488,0.59,34,2.71E+11,0.1772,1448977941,1488.png
1489,0.59,57,2.65E+11,0.17086,1447972738,1489.png
1490,0.59,43,2.71E+11,0.17745,1450208701,1490.png
1491,0.59,39,2.72E+11,0.17832,1403777778,1491.png
1492,0.59,36,2.67E+11,0.17597,1398329120,1492.png
1493,0.59,29,2.74E+11,0.17732,1442409607,1493.png
1494,0.59,52,2.68E+11,0.17566,1400113985,1494.png
1495,0.59,38,2.75E+11,0.18294,1573764240,1495.png
1496,0.59,33,2.73E+11,0.17953,1533400464,1496.png
1497,0.59,43,2.64E+11,0.18421,1483331293,1497.png
1498,0.59,47,2.68E+11,0.1786,1489359645,1498.png
1499,0.59,46,2.67E+11,0.19112,1449284239,1499.png
1500,0.59,47,2.69E+11,0.18457,1490647137,1500.png
1501,0.6,42,2.74E+11,0.17377,1489637896,1501.png
1502,0.6,31,2.79E+11,0.17807,1447888266,1502.png
1503,0.6,39,2.78E+11,0.18065,1503969143,1503.png
1504,0.6,40,2.77E+11,0.17638,1472008627,1504.png
1505,0.6,38,2.73E+11,0.17671,1502691499,1505.png
1506,0.6,40,2.74E+11,0.17289,1443721513,1506.png
1507,0.6,42,2.74E+11,0.17922,1503257778,1507.png
1508,0.6,34,2.76E+11,0.18508,1519045734,1508.png
1509,0.6,50,2.70E+11,0.19773,1516243505,1509.png
1510,0.6,40,2.77E+11,0.17906,1455663621,1510.png
1511,0.6,39,2.74E+11,0.17658,1461434022,1511.png
1512,0.6,53,2.76E+11,0.17576,1459933532,1512.png
1513,0.6,44,2.76E+11,0.17283,1447923100,1513.png
1514,0.6,37,2.75E+11,0.18068,1471345502,1514.png
1515,0.6,44,2.71E+11,0.18174,1428487120,1515.png
1516,0.6,38,2.75E+11,0.18418,1497274928,1516.png
1517,0.6,43,2.75E+11,0.17925,1518410568,1517.png
1518,0.6,47,2.76E+11,0.18008,1419956981,1518.png
1519,0.6,48,2.71E+11,0.1742,1425815332,1519.png
1520,0.6,36,2.74E+11,0.17575,1543535929,1520.png
1521,0.6,48,2.75E+11,0.17822,1516334136,1521.png
1522,0.6,47,2.70E+11,0.17975,1522110501,1522.png
1523,0.6,48,2.72E+11,0.1771,1504353922,1523.png
1524,0.6,34,2.77E+11,0.17695,1471591409,1524.png
1525,0.6,38,2.75E+11,0.18592,1646787984,1525.png
1526,0.61,37,2.77E+11,0.17345,1435084384,1526.png
1527,0.61,31,2.79E+11,0.17323,1460893123,1527.png
1528,0.61,34,2.78E+11,0.18141,1654944104,1528.png
1529,0.61,42,2.79E+11,0.1841,1488914027,1529.png
1530,0.61,42,2.80E+11,0.1769,1475897217,1530.png
1531,0.61,39,2.77E+11,0.17314,1482803282,1531.png
1532,0.61,41,2.81E+11,0.18104,1460600218,1532.png
1533,0.61,37,2.80E+11,0.1753,1522635005,1533.png
1534,0.61,31,2.81E+11,0.18544,1637041439,1534.png
1535,0.61,42,2.80E+11,0.17284,1540913462,1535.png
1536,0.61,41,2.80E+11,0.18222,1547674967,1536.png
1537,0.61,37,2.85E+11,0.17947,1613255574,1537.png
1538,0.61,49,2.76E+11,0.17886,1453154609,1538.png
1539,0.61,47,2.76E+11,0.1833,1483453056,1539.png
1540,0.61,48,2.75E+11,0.18382,1457750487,1540.png
1541,0.61,49,2.79E+11,0.18676,1514132408,1541.png
1542,0.61,38,2.79E+11,0.17064,1489000275,1542.png
1543,0.61,38,2.78E+11,0.17653,1492088713,1543.png
1544,0.61,31,2.89E+11,0.17787,1731875036,1544.png
1545,0.61,33,2.85E+11,0.17989,1657168276,1545.png
1546,0.61,31,2.83E+11,0.17981,1484302833,1546.png
1547,0.61,32,2.82E+11,0.16959,1638663397,1547.png
1548,0.61,36,2.84E+11,0.16965,1546608499,1548.png
1549,0.61,43,2.78E+11,0.17415,1443339574,1549.png
1550,0.61,43,2.77E+11,0.17505,1437647138,1550.png
1551,0.62,37,2.87E+11,0.17002,1566520543,1551.png
1552,0.62,34,2.89E+11,0.16944,1486555522,1552.png
1553,0.62,35,2.84E+11,0.17252,1594785669,1553.png
1554,0.62,33,2.81E+11,0.17362,1538730330,1554.png
1555,0.62,42,2.81E+11,0.17342,1541512408,1555.png
1556,0.62,35,2.86E+11,0.16939,1591518653,1556.png
1557,0.62,48,2.80E+11,0.16944,1450260656,1557.png
1558,0.62,39,2.90E+11,0.17662,1600641337,1558.png
1559,0.62,42,2.82E+11,0.16723,1572737860,1559.png
1560,0.62,31,2.86E+11,0.17543,1567064385,1560.png
1561,0.62,36,2.86E+11,0.17806,1562753929,1561.png
1562,0.62,36,2.82E+11,0.17798,1490117219,1562.png
1563,0.62,33,2.91E+11,0.17103,1522482303,1563.png
1564,0.62,42,2.81E+11,0.18372,1560336502,1564.png
1565,0.62,45,2.82E+11,0.18402,1662973798,1565.png
1566,0.62,43,2.82E+11,0.17076,1584215711,1566.png
1567,0.62,41,2.84E+11,0.17231,1543303218,1567.png
1568,0.62,35,2.88E+11,0.1737,1678243056,1568.png
1569,0.62,25,2.87E+11,0.17203,1620192748,1569.png
1570,0.62,47,2.81E+11,0.17521,1625527140,1570.png
1571,0.62,39,2.85E+11,0.17665,1566532201,1571.png
1572,0.62,42,2.85E+11,0.16862,1599069910,1572.png
1573,0.62,49,2.80E+11,0.17632,1519737200,1573.png
1574,0.62,50,2.83E+11,0.17302,1609947339,1574.png
1575,0.62,32,2.86E+11,0.17042,1464366440,1575.png
1576,0.63,44,2.88E+11,0.17706,1625405916,1576.png
1577,0.63,35,2.89E+11,0.17981,1575626962,1577.png
1578,0.63,27,2.95E+11,0.17528,1607781484,1578.png
1579,0.63,42,2.87E+11,0.1692,1586613044,1579.png
1580,0.63,43,2.82E+11,0.16071,1556426312,1580.png
1581,0.63,42,2.86E+11,0.17466,1617028851,1581.png
1582,0.63,28,2.92E+11,0.1688,1678798788,1582.png
1583,0.63,41,2.87E+11,0.17047,1560455759,1583.png
1584,0.63,34,2.91E+11,0.16425,1532076666,1584.png
1585,0.63,33,2.96E+11,0.17263,1615304366,1585.png
1586,0.63,39,2.89E+11,0.16769,1717362186,1586.png
1587,0.63,39,2.90E+11,0.17197,1532321162,1587.png
1588,0.63,43,2.86E+11,0.16818,1499789998,1588.png
1589,0.63,26,2.92E+11,0.1672,1681021725,1589.png
1590,0.63,28,2.94E+11,0.17222,1640562942,1590.png
1591,0.63,35,2.88E+11,0.16999,1639886828,1591.png
1592,0.63,44,2.84E+11,0.1713,1524038969,1592.png
1593,0.63,46,2.88E+11,0.1688,1614493610,1593.png
1594,0.63,46,2.85E+11,0.17472,1468475172,1594.png
1595,0.63,30,2.92E+11,0.17264,1701977993,1595.png
1596,0.63,33,2.90E+11,0.1697,1572773808,1596.png
1597,0.63,36,2.91E+11,0.1659,1556659152,1597.png
1598,0.63,42,2.90E+11,0.17203,1550201134,1598.png
1599,0.63,32,2.90E+11,0.16899,1690777725,1599.png
1600,0.63,39,2.90E+11,0.17394,1511132667,1600.png
1601,0.64,24,2.94E+11,0.17364,1624318054,1601.png
1602,0.64,42,2.92E+11,0.16666,1699418994,1602.png
1603,0.64,40,2.99E+11,0.16981,1718114768,1603.png
1604,0.64,35,2.94E+11,0.17305,1678848391,1604.png
1605,0.64,46,2.94E+11,0.17617,1565311412,1605.png
1606,0.64,44,2.91E+11,0.16407,1645531799,1606.png
1607,0.64,32,2.91E+11,0.18282,1663728756,1607.png
1608,0.64,49,2.93E+11,0.17471,1585798803,1608.png
1609,0.64,36,2.96E+11,0.17135,1612499002,1609.png
1610,0.64,42,2.97E+11,0.16685,1642538840,1610.png
1611,0.64,40,2.90E+11,0.16505,1649618401,1611.png
1612,0.64,45,2.97E+11,0.16728,1676589838,1612.png
1613,0.64,40,2.94E+11,0.17385,1651053638,1613.png
1614,0.64,52,2.85E+11,0.16784,1560419457,1614.png
1615,0.64,30,2.98E+11,0.17158,1652174762,1615.png
1616,0.64,33,2.92E+11,0.17135,1622530261,1616.png
1617,0.64,35,2.89E+11,0.17871,1652304067,1617.png
1618,0.64,35,3.00E+11,0.1747,1757920110,1618.png
1619,0.64,48,2.88E+11,0.16869,1646821416,1619.png
1620,0.64,35,2.94E+11,0.17149,1570990368,1620.png
1621,0.64,31,2.92E+11,0.16367,1511223851,1621.png
1622,0.64,37,2.92E+11,0.1636,1591614552,1622.png
1623,0.64,43,2.92E+11,0.16361,1594961465,1623.png
1624,0.64,41,2.90E+11,0.17209,1535180625,1624.png
1625,0.64,56,2.86E+11,0.17231,1560919798,1625.png
1626,0.65,40,2.97E+11,0.17178,1556964692,1626.png
1627,0.65,43,2.95E+11,0.16842,1545376187,1627.png
1628,0.65,36,2.98E+11,0.16481,1665317949,1628.png
1629,0.65,39,2.95E+11,0.16993,1687512163,1629.png
1630,0.65,42,3.02E+11,0.16981,1658406940,1630.png
1631,0.65,32,3.09E+11,0.17142,1598547343,1631.png
1632,0.65,39,3.02E+11,0.16334,1663121849,1632.png
1633,0.65,40,2.96E+11,0.16759,1633515568,1633.png
1634,0.65,35,2.95E+11,0.16294,1503245117,1634.png
1635,0.65,38,2.98E+11,0.16596,1620952584,1635.png
1636,0.65,33,3.02E+11,0.16452,1706632150,1636.png
1637,0.65,43,2.95E+11,0.16707,1552210250,1637.png
1638,0.65,34,3.04E+11,0.16881,1628447986,1638.png
1639,0.65,45,2.96E+11,0.16882,1683581682,1639.png
1640,0.65,37,2.96E+11,0.17073,1574376499,1640.png
1641,0.65,32,3.03E+11,0.16166,1600983181,1641.png
1642,0.65,36,2.97E+11,0.16389,1631897965,1642.png
1643,0.65,32,3.08E+11,0.16552,1629300587,1643.png
1644,0.65,36,2.99E+11,0.16881,1774861289,1644.png
1645,0.65,33,2.96E+11,0.16645,1622452985,1645.png
1646,0.65,39,2.94E+11,0.17047,1514504896,1646.png
1647,0.65,40,2.97E+11,0.16124,1620085454,1647.png
1648,0.65,45,2.98E+11,0.16609,1638895919,1648.png
1649,0.65,42,2.98E+11,0.16553,1581090685,1649.png
1650,0.65,24,3.02E+11,0.16151,1613067669,1650.png
1651,0.66,47,3.01E+11,0.16573,1565582069,1651.png
1652,0.66,27,3.09E+11,0.16222,1759131436,1652.png
1653,0.66,57,2.91E+11,0.16388,1600066508,1653.png
1654,0.66,39,3.00E+11,0.16622,1646953058,1654.png
1655,0.66,41,2.99E+11,0.16213,1692520961,1655.png
1656,0.66,36,3.03E+11,0.16713,1553593609,1656.png
1657,0.66,28,3.11E+11,0.16256,1729391673,1657.png
1658,0.66,44,2.98E+11,0.16897,1619870658,1658.png
1659,0.66,41,3.02E+11,0.1646,1616025848,1659.png
1660,0.66,44,3.03E+11,0.16856,1663931002,1660.png
1661,0.66,43,2.96E+11,0.16485,1616322546,1661.png
1662,0.66,46,3.02E+11,0.17053,1648293825,1662.png
1663,0.66,59,3.01E+11,0.16522,1541443210,1663.png
1664,0.66,39,3.00E+11,0.16607,1649244980,1664.png
1665,0.66,40,3.00E+11,0.16518,1572578964,1665.png
1666,0.66,32,3.01E+11,0.16758,1708830363,1666.png
1667,0.66,36,3.03E+11,0.16626,1608083123,1667.png
1668,0.66,50,3.01E+11,0.16432,1515887921,1668.png
1669,0.66,29,3.07E+11,0.17056,1827448076,1669.png
1670,0.66,33,3.06E+11,0.16405,1708239465,1670.png
1671,0.66,42,3.02E+11,0.1652,1682045414,1671.png
1672,0.66,46,2.94E+11,0.16264,1478777382,1672.png
1673,0.66,50,2.96E+11,0.16265,1562069005,1673.png
1674,0.66,31,3.06E+11,0.1676,1777888101,1674.png
1675,0.66,36,3.03E+11,0.17317,1582790729,1675.png
1676,0.67,40,3.01E+11,0.16128,1532820143,1676.png
1677,0.67,34,3.12E+11,0.16685,1728356270,1677.png
1678,0.67,41,3.06E+11,0.16426,1556105464,1678.png
1679,0.67,42,3.07E+11,0.15659,1664355819,1679.png
1680,0.67,40,3.03E+11,0.16426,1596927288,1680.png
1681,0.67,40,3.05E+11,0.16724,1684172129,1681.png
1682,0.67,34,3.06E+11,0.16351,1635077884,1682.png
1683,0.67,49,3.02E+11,0.162,1665028709,1683.png
1684,0.67,43,3.02E+11,0.15882,1613927979,1684.png
1685,0.67,40,3.08E+11,0.15933,1711705487,1685.png
1686,0.67,41,3.10E+11,0.15901,1657660483,1686.png
1687,0.67,38,3.08E+11,0.16055,1641968467,1687.png
1688,0.67,40,3.09E+11,0.16385,1667324459,1688.png
1689,0.67,42,3.05E+11,0.16714,1598030827,1689.png
1690,0.67,38,3.13E+11,0.1672,1703284004,1690.png
1691,0.67,35,3.07E+11,0.16482,1638349165,1691.png
1692,0.67,47,3.02E+11,0.16082,1551384689,1692.png
1693,0.67,44,3.02E+11,0.16276,1556213984,1693.png
1694,0.67,43,3.08E+11,0.16653,1822291380,1694.png
1695,0.67,33,3.07E+11,0.15917,1593718625,1695.png
1696,0.67,35,3.09E+11,0.1619,1666918490,1696.png
1697,0.67,42,3.07E+11,0.16821,1646816582,1697.png
1698,0.67,42,3.06E+11,0.16783,1704435924,1698.png
1699,0.67,37,3.07E+11,0.16575,1649911972,1699.png
1700,0.67,36,3.05E+11,0.15905,1606484957,1700.png
1701,0.68,31,3.15E+11,0.15959,1788278810,1701.png
1702,0.68,27,3.19E+11,0.16427,1771718315,1702.png
1703,0.68,33,3.15E+11,0.15849,1701891438,1703.png
1704,0.68,36,3.11E+11,0.1642,1637685277,1704.png
1705,0.68,45,3.09E+11,0.16251,1647987687,1705.png
1706,0.68,33,3.15E+11,0.16192,1780486572,1706.png
1707,0.68,36,3.15E+11,0.16466,1725082801,1707.png
1708,0.68,31,3.14E+11,0.16233,1661012887,1708.png
1709,0.68,43,3.11E+11,0.16105,1619730259,1709.png
1710,0.68,42,3.11E+11,0.16046,1681811579,1710.png
1711,0.68,46,3.05E+11,0.16172,1637108600,1711.png
1712,0.68,30,3.14E+11,0.16027,1739892009,1712.png
1713,0.68,31,3.13E+11,0.15823,1633486077,1713.png
1714,0.68,33,3.14E+11,0.15921,1688715618,1714.png
1715,0.68,40,3.08E+11,0.16388,1781121168,1715.png
1716,0.68,42,3.12E+11,0.163,1708766695,1716.png
1717,0.68,46,3.06E+11,0.17424,1708112706,1717.png
1718,0.68,35,3.13E+11,0.17079,1731940361,1718.png
1719,0.68,43,3.14E+11,0.16,1810745612,1719.png
1720,0.68,46,3.10E+11,0.17175,1570629325,1720.png
1721,0.68,53,3.07E+11,0.16208,1647544484,1721.png
1722,0.68,35,3.16E+11,0.16064,1715386149,1722.png
1723,0.68,43,3.09E+11,0.15785,1573553816,1723.png
1724,0.68,29,3.14E+11,0.15964,1615967375,1724.png
1725,0.68,36,3.17E+11,0.15682,1753363341,1725.png
1726,0.69,34,3.16E+11,0.16114,1627449420,1726.png
1727,0.69,34,3.17E+11,0.16171,1690241245,1727.png
1728,0.69,40,3.14E+11,0.16012,1722703171,1728.png
1729,0.69,37,3.17E+11,0.16193,1829778340,1729.png
1730,0.69,34,3.17E+11,0.15969,1792277093,1730.png
1731,0.69,33,3.14E+11,0.16034,1644740304,1731.png
1732,0.69,41,3.18E+11,0.16231,1733827256,1732.png
1733,0.69,37,3.16E+11,0.16018,1693644441,1733.png
1734,0.69,43,3.15E+11,0.15891,1604932456,1734.png
1735,0.69,40,3.14E+11,0.15502,1654734670,1735.png
1736,0.69,39,3.16E+11,0.15831,1704357882,1736.png
1737,0.69,40,3.14E+11,0.15978,1717299819,1737.png
1738,0.69,35,3.20E+11,0.15849,1748785829,1738.png
1739,0.69,37,3.19E+11,0.15643,1819518782,1739.png
1740,0.69,35,3.19E+11,0.17779,1677679810,1740.png
1741,0.69,31,3.20E+11,0.15605,1811840825,1741.png
1742,0.69,34,3.23E+11,0.15691,1735393480,1742.png
1743,0.69,39,3.15E+11,0.15501,1666235426,1743.png
1744,0.69,36,3.13E+11,0.16091,1702309630,1744.png
1745,0.69,38,3.19E+11,0.16138,1888089608,1745.png
1746,0.69,29,3.18E+11,0.16215,1691432492,1746.png
1747,0.69,40,3.17E+11,0.15782,1746011946,1747.png
1748,0.69,38,3.17E+11,0.16073,1679155973,1748.png
1749,0.69,41,3.16E+11,0.16142,1767291155,1749.png
1750,0.69,41,3.14E+11,0.1561,1691567236,1750.png
1751,0.7,35,3.23E+11,0.16152,1673192646,1751.png
1752,0.7,45,3.16E+11,0.15524,1828555134,1752.png
1753,0.7,29,3.25E+11,0.21955,1854817171,1753.png
1754,0.7,40,3.17E+11,0.15536,1619069386,1754.png
1755,0.7,48,3.14E+11,0.15599,1626226926,1755.png
1756,0.7,31,3.23E+11,0.15679,1694603705,1756.png
1757,0.7,35,3.21E+11,0.16145,1773048583,1757.png
1758,0.7,29,3.21E+11,0.15697,1670937089,1758.png
1759,0.7,30,3.22E+11,0.15365,1675672226,1759.png
1760,0.7,42,3.18E+11,0.16496,1745936948,1760.png
1761,0.7,40,3.26E+11,0.15286,1737589461,1761.png
1762,0.7,40,3.20E+11,0.15832,1794852400,1762.png
1763,0.7,31,3.31E+11,0.15879,1821769075,1763.png
1764,0.7,27,3.27E+11,0.15625,1770218061,1764.png
1765,0.7,36,3.18E+11,0.15771,1640480115,1765.png
1766,0.7,45,3.20E+11,0.15582,1681423453,1766.png
1767,0.7,45,3.23E+11,0.16272,1742903036,1767.png
1768,0.7,47,3.15E+11,0.16908,1685223477,1768.png
1769,0.7,29,3.23E+11,0.16069,1683697764,1769.png
1770,0.7,30,3.25E+11,0.16728,1689861486,1770.png
1771,0.7,51,3.16E+11,0.16077,1640907451,1771.png
1772,0.7,40,3.18E+11,0.15676,1682920227,1772.png
1773,0.7,39,3.17E+11,0.15251,1674358239,1773.png
1774,0.7,37,3.17E+11,0.15691,1698634844,1774.png
1775,0.7,41,3.19E+11,0.1595,1644817637,1775.png
1776,0.71,35,3.28E+11,0.15604,1705756617,1776.png
1777,0.71,47,3.24E+11,0.15797,1632574599,1777.png
1778,0.71,46,3.26E+11,0.15171,1739571016,1778.png
1779,0.71,41,3.24E+11,0.1517,1705030219,1779.png
1780,0.71,45,3.20E+11,0.15383,1642647009,1780.png
1781,0.71,38,3.23E+11,0.15509,1750060305,1781.png
1782,0.71,54,3.23E+11,0.1541,1767982014,1782.png
1783,0.71,37,3.34E+11,0.15086,1933124176,1783.png
1784,0.71,34,3.32E+11,0.15201,1910754066,1784.png
1785,0.71,46,3.24E+11,0.15422,1776035667,1785.png
1786,0.71,38,3.25E+11,0.1524,1779938823,1786.png
1787,0.71,40,3.25E+11,0.16422,1887728151,1787.png
1788,0.71,47,3.22E+11,0.16419,1673203498,1788.png
1789,0.71,27,3.27E+11,0.15167,1819581667,1789.png
1790,0.71,38,3.22E+11,0.15219,1703070063,1790.png
1791,0.71,41,3.30E+11,0.15447,1851794175,1791.png
1792,0.71,45,3.24E+11,0.15616,1783061410,1792.png
1793,0.71,38,3.19E+11,0.16024,1689674216,1793.png
1794,0.71,34,3.28E+11,0.15559,1938780489,1794.png
1795,0.71,45,3.20E+11,0.15634,1697483176,1795.png
1796,0.71,45,3.21E+11,0.1513,1642865594,1796.png
1797,0.71,32,3.29E+11,0.15648,1809299861,1797.png
1798,0.71,51,3.23E+11,0.15607,1660535929,1798.png
1799,0.71,34,3.27E+11,0.15439,1853526040,1799.png
1800,0.71,28,3.32E+11,0.17126,1902550051,1800.png
1801,0.72,46,3.30E+11,0.15007,1820220588,1801.png
1802,0.72,38,3.33E+11,0.15015,1786032509,1802.png
1803,0.72,42,3.30E+11,0.14836,1652077746,1803.png
1804,0.72,41,3.33E+11,0.15029,1831364741,1804.png
1805,0.72,35,3.31E+11,0.15501,1941756262,1805.png
1806,0.72,48,3.28E+11,0.15232,1880200279,1806.png
1807,0.72,28,3.31E+11,0.15171,1888493845,1807.png
1808,0.72,36,3.28E+11,0.14957,1791715430,1808.png
1809,0.72,37,3.33E+11,0.15393,1824481332,1809.png
1810,0.72,39,3.31E+11,0.14982,1735346935,1810.png
1811,0.72,27,3.37E+11,0.15214,1941336712,1811.png
1812,0.72,40,3.33E+11,0.15071,1925023120,1812.png
1813,0.72,44,3.26E+11,0.14719,1707974567,1813.png
1814,0.72,46,3.25E+11,0.15213,1757952318,1814.png
1815,0.72,52,3.27E+11,0.15153,1701774781,1815.png
1816,0.72,37,3.36E+11,0.15156,1778996670,1816.png
1817,0.72,31,3.31E+11,0.15186,1731691004,1817.png
1818,0.72,44,3.28E+11,0.15144,1760994526,1818.png
1819,0.72,49,3.27E+11,0.1514,1837278101,1819.png
1820,0.72,46,3.31E+11,0.15011,1825674160,1820.png
1821,0.72,43,3.30E+11,0.15055,1772157062,1821.png
1822,0.72,38,3.25E+11,0.14796,1678865082,1822.png
1823,0.72,29,3.34E+11,0.15489,1790674012,1823.png
1824,0.72,36,3.34E+11,0.15149,1835643847,1824.png
1825,0.72,39,3.30E+11,0.15061,1816494721,1825.png
1826,0.73,41,3.34E+11,0.14813,1864919685,1826.png
1827,0.73,35,3.33E+11,0.15434,1833981399,1827.png
1828,0.73,36,3.35E+11,0.14717,1830675915,1828.png
1829,0.73,40,3.38E+11,0.14966,1875819619,1829.png
1830,0.73,31,3.34E+11,0.14926,1686203981,1830.png
1831,0.73,40,3.36E+11,0.15224,1800086458,1831.png
1832,0.73,31,3.35E+11,0.14828,1762331429,1832.png
1833,0.73,46,3.29E+11,0.15134,1823816133,1833.png
1834,0.73,37,3.33E+11,0.15051,1895950960,1834.png
1835,0.73,28,3.39E+11,0.15145,1805867098,1835.png
1836,0.73,39,3.33E+11,0.15136,1927581530,1836.png
1837,0.73,45,3.30E+11,0.15,1754428257,1837.png
1838,0.73,38,3.32E+11,0.14771,1742752721,1838.png
1839,0.73,31,3.39E+11,0.14621,1772469132,1839.png
1840,0.73,31,3.36E+11,0.15165,1935823776,1840.png
1841,0.73,42,3.39E+11,0.15127,1856372211,1841.png
1842,0.73,33,3.41E+11,0.14909,1844254304,1842.png
1843,0.73,42,3.34E+11,0.15329,1701047353,1843.png
1844,0.73,37,3.33E+11,0.1518,1702867580,1844.png
1845,0.73,31,3.41E+11,0.15188,1907287226,1845.png
1846,0.73,30,3.35E+11,0.14691,1780142546,1846.png
1847,0.73,44,3.34E+11,0.15013,1749816225,1847.png
1848,0.73,49,3.38E+11,0.14985,1894008497,1848.png
1849,0.73,39,3.31E+11,0.15397,1737496594,1849.png
1850,0.73,38,3.36E+11,0.15079,1842987607,1850.png
